unique_id,Date,residuals,IsHoliday,Type,Size,Temperature,Fuel_Price,CPI,Unemployment,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5
1-13,2011-08-12,-1927.3092968749988,0,A,medium,90.76,3.638,215.6057878,7.962,0.0,0.0,0.0,0.0,0.0
1-13,2011-08-19,-15.47968750000291,0,A,medium,89.94,3.554,215.6693107,7.962,0.0,0.0,0.0,0.0,0.0
1-13,2011-08-26,-5138.149218749997,0,A,medium,87.96,3.523,215.7332258,7.962,0.0,0.0,0.0,0.0,0.0
1-13,2011-09-02,3960.8920312499977,0,A,medium,87.83,3.533,215.7971409,7.962,0.0,0.0,0.0,0.0,0.0
1-13,2011-09-09,-845.7371875000026,1,A,medium,76.0,3.546,215.861056,7.962,0.0,0.0,0.0,0.0,0.0
1-13,2011-09-16,1167.5367187500015,0,A,medium,79.94,3.526,216.0410526,7.962,0.0,0.0,0.0,0.0,0.0
1-13,2011-09-23,-1382.0392187499965,0,A,medium,75.8,3.467,216.3758246,7.962,0.0,0.0,0.0,0.0,0.0
1-13,2011-09-30,-4034.059843750001,0,A,medium,79.69,3.355,216.7105965,7.962,0.0,0.0,0.0,0.0,0.0
1-13,2011-10-07,3211.504609374999,0,A,medium,69.31,3.285,217.0453684,7.866,0.0,0.0,0.0,0.0,0.0
1-13,2011-10-14,-261.0035937499997,0,A,medium,71.74,3.274,217.3552733,7.866,0.0,0.0,0.0,0.0,0.0
1-13,2011-10-21,1598.6162499999991,0,A,medium,63.71,3.353,217.5159762,7.866,0.0,0.0,0.0,0.0,0.0
1-13,2011-10-28,-5002.667500000003,0,A,medium,66.57,3.372,217.6766791,7.866,0.0,0.0,0.0,0.0,0.0
1-13,2011-11-04,4365.834843750003,0,A,medium,54.98,3.332,217.837382,7.866,0.0,0.0,0.0,0.0,0.0
1-13,2011-11-11,-1676.2076562500006,0,A,medium,59.11,3.297,217.9980849,7.866,10382.9,6115.67,215.07,2406.62,6551.42
1-13,2011-11-18,-862.0745312500003,0,A,medium,62.25,3.308,218.2205088,7.866,6074.12,254.39,51.98,427.39,5988.57
1-13,2011-11-25,-579.0942187499968,1,A,medium,60.14,3.236,218.4676211,7.866,410.31,98.0,55805.51,8.0,554.92
1-13,2011-12-02,-289.3824999999997,0,A,medium,48.91,3.172,218.7147333,7.866,5629.51,68.0,1398.11,2084.64,20475.32
1-13,2011-12-09,-814.7101562500029,0,A,medium,43.93,3.158,218.9618456,7.866,4640.65,19.0,105.02,3639.42,14461.82
1-13,2011-12-16,-2706.9745312500017,0,A,medium,51.63,3.159,219.1794533,7.866,5011.32,67.0,347.37,225.79,4011.37
1-13,2011-12-23,2590.1482812500035,0,A,medium,47.96,3.112,219.3577216,7.866,2725.36,40.48,634.7,24.9,2739.43
1-13,2011-12-30,-5905.186718750003,1,A,medium,44.55,3.129,219.5359898,7.866,5762.1,46011.38,260.36,983.65,4735.78
1-13,2012-01-06,7626.2554687500015,0,A,medium,49.01,3.157,219.7142581,7.348,6277.39,21813.16,143.1,1450.13,8483.0
1-13,2012-01-13,725.71875,0,A,medium,48.53,3.261,219.8925263,7.348,5183.29,8025.87,42.24,453.08,3719.38
1-13,2012-01-20,723.6365625000035,0,A,medium,54.11,3.268,219.9856893,7.348,4139.87,2807.19,33.88,500.62,3400.21
1-13,2012-01-27,-4175.691171874998,0,A,medium,54.26,3.29,220.0788523,7.348,1164.46,1082.74,44.0,11.0,1222.19
1-13,2012-02-03,5915.710859375002,0,A,medium,56.55,3.36,220.1720153,7.348,34577.06,3579.21,160.53,32403.87,5630.4
1-13,2012-02-10,3335.919218750001,1,A,medium,48.02,3.409,220.2651783,7.348,13925.06,6927.23,101.64,8471.88,6886.04
1-13,2012-02-17,729.9160937499983,0,A,medium,45.32,3.51,220.4257586,7.348,9873.33,11062.27,9.8,8409.31,3402.66
1-13,2012-02-24,-4406.304375,0,A,medium,57.25,3.555,220.636902,7.348,9349.61,7556.01,3.2,1219.92,8143.59
1-13,2012-03-02,2673.1578906249997,0,A,medium,60.96,3.63,220.8480454,7.348,15441.4,1569.0,10.8,25390.88,8067.61
1-13,2012-03-09,194.32156250000116,0,A,medium,58.76,3.669,221.0591887,7.348,10331.04,151.88,6.0,671.43,5509.84
1-13,2012-03-16,-364.00984374999825,0,A,medium,64.74,3.734,221.2118132,7.348,4298.16,7.5,2.02,2724.65,2017.69
1-13,2012-03-23,-741.1002343750006,0,A,medium,65.93,3.787,221.2864126,7.348,6118.56,9.48,4.97,426.72,3657.22
1-13,2012-03-30,-3634.5887500000026,0,A,medium,67.61,3.845,221.3610119,7.348,10309.58,0.5,10.25,1654.17,2642.78
1-13,2012-04-06,5810.460156250003,0,A,medium,70.43,3.891,221.4356112,7.143,10121.97,0.0,77.98,3750.59,4510.72
1-13,2012-04-13,211.54359375000058,0,A,medium,69.07,3.891,221.5102105,7.143,6186.19,3288.69,17.07,1822.55,1063.78
1-13,2012-04-20,882.1195312499985,0,A,medium,66.76,3.877,221.5640737,7.143,2230.8,612.02,19.75,275.13,5747.1
1-13,2012-04-27,-5866.8631250000035,0,A,medium,67.23,3.814,221.6179368,7.143,3221.25,0.0,35.49,577.14,6222.25
1-13,2012-05-04,5032.615312499998,0,A,medium,75.55,3.749,221.6718,7.143,21290.13,0.0,69.89,4977.35,3261.04
1-13,2012-05-11,-1466.1071093749997,0,A,medium,73.77,3.688,221.7256632,7.143,8351.4,0.0,10.52,2443.14,3127.88
1-13,2012-05-18,-1655.2742968750026,0,A,medium,70.33,3.63,221.742674,7.143,6154.14,0.0,45.11,1675.49,5508.18
1-13,2012-05-25,-4347.857187499998,0,A,medium,77.22,3.561,221.744944,7.143,4039.39,0.0,745.19,1429.96,3631.13
1-13,2012-06-01,374.0539062500029,0,A,medium,77.95,3.501,221.7472139,7.143,6086.21,12.0,370.51,148.75,3690.85
1-13,2012-06-08,759.1340625000012,0,A,medium,78.3,3.452,221.7494839,7.143,8813.81,116.8,64.55,2652.04,7161.91
1-13,2012-06-15,-553.980703125002,0,A,medium,79.35,3.393,221.7626421,7.143,5621.99,109.6,0.25,2420.28,3083.26
1-13,2012-06-22,-497.15234375,0,A,medium,78.39,3.346,221.8030211,7.143,8624.56,171.25,3.05,2524.07,7063.68
1-13,2012-06-29,-3301.853750000002,0,A,medium,84.88,3.286,221.8434,7.143,3965.73,161.6,0.0,435.99,4212.97
1-13,2012-07-06,2703.2305468749983,0,A,medium,81.57,3.227,221.8837789,6.908,12218.76,94.4,192.83,4066.01,6149.04
1-13,2012-07-13,-930.9734374999971,0,A,medium,77.12,3.256,221.9241579,6.908,7218.13,45.2,36.24,3909.38,2596.37
1-13,2012-07-20,1157.6349218749965,0,A,medium,80.42,3.311,221.9327267,6.908,3213.0,313.72,9.53,2262.02,3228.19
1-13,2012-07-27,-6168.342734375001,0,A,medium,82.66,3.407,221.9412954,6.908,7146.9,389.02,1.59,10267.54,4325.19
1-13,2012-08-03,3746.774218749997,0,A,medium,86.11,3.417,221.9498642,6.908,27584.78,119.98,30.23,12007.04,4661.71
1-13,2012-08-10,401.5854687500032,0,A,medium,85.05,3.494,221.9584329,6.908,11436.22,245.0,6.85,6964.26,4836.22
1-13,2012-08-17,-489.38906249999854,0,A,medium,84.85,3.571,222.0384109,6.908,3662.06,137.86,4.84,2752.2,3446.15
1-13,2012-08-24,-6174.881953124997,0,A,medium,77.66,3.62,222.1719457,6.908,6237.83,260.06,2.97,3463.03,7988.25
1-13,2012-08-31,-1231.3293750000012,0,A,medium,80.49,3.638,222.3054805,6.908,21442.73,102.32,21.7,13209.64,3032.96
1-13,2012-09-07,3146.4653906250023,1,A,medium,83.96,3.73,222.4390153,6.908,5204.68,35.74,50.94,4120.32,2737.17
1-13,2012-09-14,-201.31124999999884,0,A,medium,74.97,3.717,222.5820193,6.908,17212.52,7.0,18.79,1523.11,7992.72
1-13,2012-09-21,211.25476562500262,0,A,medium,69.87,3.721,222.7818386,6.908,6352.3,7.64,4.69,1010.06,6456.71
1-13,2012-09-28,-5845.1603124999965,0,A,medium,76.08,3.666,222.9816579,6.908,3666.27,7.64,1.65,1417.96,4744.28
1-13,2012-10-05,4733.261093749999,0,A,medium,68.55,3.617,223.1814772,6.573,8077.89,0.0,18.22,3617.43,3626.14
1-13,2012-10-12,-1135.2142187499994,0,A,medium,62.99,3.601,223.3812965,6.573,2086.18,0.0,8.11,602.36,5926.45
1-13,2012-10-19,185.99179687500146,0,A,medium,67.97,3.594,223.4257233,6.573,950.33,0.0,4.93,80.25,2312.85
1-2,2011-06-17,-1566.6668750000026,0,A,medium,86.41,3.637,214.9980596,7.682,0.0,0.0,0.0,0.0,0.0
1-2,2011-06-24,-2548.5689062500023,0,A,medium,83.58,3.594,215.0910982,7.682,0.0,0.0,0.0,0.0,0.0
1-2,2011-07-01,-212.96312500000204,0,A,medium,85.55,3.524,215.1841368,7.962,0.0,0.0,0.0,0.0,0.0
1-2,2011-07-08,1525.3667187500032,0,A,medium,85.83,3.48,215.2771754,7.962,0.0,0.0,0.0,0.0,0.0
1-2,2011-07-15,-476.3857031250009,0,A,medium,88.54,3.575,215.3611087,7.962,0.0,0.0,0.0,0.0,0.0
1-2,2011-07-22,-1129.5337500000023,0,A,medium,85.77,3.651,215.4222784,7.962,0.0,0.0,0.0,0.0,0.0
1-2,2011-07-29,-4693.730000000003,0,A,medium,86.83,3.682,215.4834482,7.962,0.0,0.0,0.0,0.0,0.0
1-2,2011-08-05,3102.1015625,0,A,medium,91.65,3.684,215.544618,7.962,0.0,0.0,0.0,0.0,0.0
1-2,2011-08-12,-2586.7557812500017,0,A,medium,90.76,3.638,215.6057878,7.962,0.0,0.0,0.0,0.0,0.0
1-2,2011-08-19,-1546.2862499999974,0,A,medium,89.94,3.554,215.6693107,7.962,0.0,0.0,0.0,0.0,0.0
1-2,2011-08-26,-3153.1168749999997,0,A,medium,87.96,3.523,215.7332258,7.962,0.0,0.0,0.0,0.0,0.0
1-2,2011-09-02,2082.6796875,0,A,medium,87.83,3.533,215.7971409,7.962,0.0,0.0,0.0,0.0,0.0
1-2,2011-09-09,-1306.6812500000015,1,A,medium,76.0,3.546,215.861056,7.962,0.0,0.0,0.0,0.0,0.0
1-2,2011-09-16,1390.9365624999991,0,A,medium,79.94,3.526,216.0410526,7.962,0.0,0.0,0.0,0.0,0.0
1-2,2011-09-23,-3350.8861718749977,0,A,medium,75.8,3.467,216.3758246,7.962,0.0,0.0,0.0,0.0,0.0
1-2,2011-09-30,-1035.8514062500035,0,A,medium,79.69,3.355,216.7105965,7.962,0.0,0.0,0.0,0.0,0.0
1-2,2011-10-07,5602.162656250002,0,A,medium,69.31,3.285,217.0453684,7.866,0.0,0.0,0.0,0.0,0.0
1-2,2011-10-14,-275.0418750000026,0,A,medium,71.74,3.274,217.3552733,7.866,0.0,0.0,0.0,0.0,0.0
1-2,2011-10-21,-1561.9159375000017,0,A,medium,63.71,3.353,217.5159762,7.866,0.0,0.0,0.0,0.0,0.0
1-2,2011-10-28,-4332.6468749999985,0,A,medium,66.57,3.372,217.6766791,7.866,0.0,0.0,0.0,0.0,0.0
1-2,2011-11-04,4460.791875000003,0,A,medium,54.98,3.332,217.837382,7.866,0.0,0.0,0.0,0.0,0.0
1-2,2011-11-11,2425.723906250001,0,A,medium,59.11,3.297,217.9980849,7.866,10382.9,6115.67,215.07,2406.62,6551.42
1-2,2011-11-18,165.06906249999884,0,A,medium,62.25,3.308,218.2205088,7.866,6074.12,254.39,51.98,427.39,5988.57
1-2,2011-11-25,-3573.0975000000035,1,A,medium,60.14,3.236,218.4676211,7.866,410.31,98.0,55805.51,8.0,554.92
1-2,2011-12-02,-1740.6041406250006,0,A,medium,48.91,3.172,218.7147333,7.866,5629.51,68.0,1398.11,2084.64,20475.32
1-2,2011-12-09,4661.71515625,0,A,medium,43.93,3.158,218.9618456,7.866,4640.65,19.0,105.02,3639.42,14461.82
1-2,2011-12-16,5381.437578124998,0,A,medium,51.63,3.159,219.1794533,7.866,5011.32,67.0,347.37,225.79,4011.37
1-2,2011-12-23,21846.725234375,0,A,medium,47.96,3.112,219.3577216,7.866,2725.36,40.48,634.7,24.9,2739.43
1-2,2011-12-30,-1720.2631249999977,1,A,medium,44.55,3.129,219.5359898,7.866,5762.1,46011.38,260.36,983.65,4735.78
1-2,2012-01-06,917.0479687499974,0,A,medium,49.01,3.157,219.7142581,7.348,6277.39,21813.16,143.1,1450.13,8483.0
1-2,2012-01-13,-860.1150781250035,0,A,medium,48.53,3.261,219.8925263,7.348,5183.29,8025.87,42.24,453.08,3719.38
1-2,2012-01-20,400.1292187500003,0,A,medium,54.11,3.268,219.9856893,7.348,4139.87,2807.19,33.88,500.62,3400.21
1-2,2012-01-27,-5451.582499999997,0,A,medium,54.26,3.29,220.0788523,7.348,1164.46,1082.74,44.0,11.0,1222.19
1-2,2012-02-03,4203.825937499998,0,A,medium,56.55,3.36,220.1720153,7.348,34577.06,3579.21,160.53,32403.87,5630.4
1-2,2012-02-10,-90.82867187500233,1,A,medium,48.02,3.409,220.2651783,7.348,13925.06,6927.23,101.64,8471.88,6886.04
1-2,2012-02-17,-884.3698437499988,0,A,medium,45.32,3.51,220.4257586,7.348,9873.33,11062.27,9.8,8409.31,3402.66
1-2,2012-02-24,-4110.393671874997,0,A,medium,57.25,3.555,220.636902,7.348,9349.61,7556.01,3.2,1219.92,8143.59
1-2,2012-03-02,3035.920156250002,0,A,medium,60.96,3.63,220.8480454,7.348,15441.4,1569.0,10.8,25390.88,8067.61
1-2,2012-03-09,2002.5689062500023,0,A,medium,58.76,3.669,221.0591887,7.348,10331.04,151.88,6.0,671.43,5509.84
1-2,2012-03-16,1448.0895312499997,0,A,medium,64.74,3.734,221.2118132,7.348,4298.16,7.5,2.02,2724.65,2017.69
1-2,2012-03-23,-1934.7004687500012,0,A,medium,65.93,3.787,221.2864126,7.348,6118.56,9.48,4.97,426.72,3657.22
1-2,2012-03-30,-3917.4391406249997,0,A,medium,67.61,3.845,221.3610119,7.348,10309.58,0.5,10.25,1654.17,2642.78
1-2,2012-04-06,4850.208124999997,0,A,medium,70.43,3.891,221.4356112,7.143,10121.97,0.0,77.98,3750.59,4510.72
1-2,2012-04-13,-2608.3258593749997,0,A,medium,69.07,3.891,221.5102105,7.143,6186.19,3288.69,17.07,1822.55,1063.78
1-2,2012-04-20,823.7347656249985,0,A,medium,66.76,3.877,221.5640737,7.143,2230.8,612.02,19.75,275.13,5747.1
1-2,2012-04-27,-5522.672343749997,0,A,medium,67.23,3.814,221.6179368,7.143,3221.25,0.0,35.49,577.14,6222.25
1-2,2012-05-04,4211.026562500003,0,A,medium,75.55,3.749,221.6718,7.143,21290.13,0.0,69.89,4977.35,3261.04
1-2,2012-05-11,253.20726562500204,0,A,medium,73.77,3.688,221.7256632,7.143,8351.4,0.0,10.52,2443.14,3127.88
1-2,2012-05-18,-1025.7387499999968,0,A,medium,70.33,3.63,221.742674,7.143,6154.14,0.0,45.11,1675.49,5508.18
1-2,2012-05-25,-3502.5237500000003,0,A,medium,77.22,3.561,221.744944,7.143,4039.39,0.0,745.19,1429.96,3631.13
1-2,2012-06-01,-1061.4189843749991,0,A,medium,77.95,3.501,221.7472139,7.143,6086.21,12.0,370.51,148.75,3690.85
1-2,2012-06-08,4643.146406250002,0,A,medium,78.3,3.452,221.7494839,7.143,8813.81,116.8,64.55,2652.04,7161.91
1-2,2012-06-15,2006.0190625000032,0,A,medium,79.35,3.393,221.7626421,7.143,5621.99,109.6,0.25,2420.28,3083.26
1-2,2012-06-22,-1261.03515625,0,A,medium,78.39,3.346,221.8030211,7.143,8624.56,171.25,3.05,2524.07,7063.68
1-2,2012-06-29,-733.8092187500006,0,A,medium,84.88,3.286,221.8434,7.143,3965.73,161.6,0.0,435.99,4212.97
1-2,2012-07-06,2901.7657031249983,0,A,medium,81.57,3.227,221.8837789,6.908,12218.76,94.4,192.83,4066.01,6149.04
1-2,2012-07-13,-1598.561718750003,0,A,medium,77.12,3.256,221.9241579,6.908,7218.13,45.2,36.24,3909.38,2596.37
1-2,2012-07-20,458.74343750000116,0,A,medium,80.42,3.311,221.9327267,6.908,3213.0,313.72,9.53,2262.02,3228.19
1-2,2012-07-27,-6903.928437499999,0,A,medium,82.66,3.407,221.9412954,6.908,7146.9,389.02,1.59,10267.54,4325.19
1-2,2012-08-03,1544.1029687499977,0,A,medium,86.11,3.417,221.9498642,6.908,27584.78,119.98,30.23,12007.04,4661.71
1-2,2012-08-10,-1662.1837499999965,0,A,medium,85.05,3.494,221.9584329,6.908,11436.22,245.0,6.85,6964.26,4836.22
1-2,2012-08-17,-1535.0124218749988,0,A,medium,84.85,3.571,222.0384109,6.908,3662.06,137.86,4.84,2752.2,3446.15
1-2,2012-08-24,-5780.261250000003,0,A,medium,77.66,3.62,222.1719457,6.908,6237.83,260.06,2.97,3463.03,7988.25
1-2,2012-08-31,4097.326171875,0,A,medium,80.49,3.638,222.3054805,6.908,21442.73,102.32,21.7,13209.64,3032.96
1-2,2012-09-07,1961.734375,1,A,medium,83.96,3.73,222.4390153,6.908,5204.68,35.74,50.94,4120.32,2737.17
